City,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
Tippecanoe,,,,,,,,,1,,,,1
Tiro,,,,,,1,,,,,,,1
Toboso,,,,,,,,1,,,,,1
Toledo,,,1,5,4,6,,3,5,4,4,1,33
Toronto,,,1,,,,1,,,,,,2
Tremont,,,,,,,,,1,,,1,2
Trotwood,,,,,,,,1,1,,,,2
Troy,1,2,2,2,2,3,1,,2,3,,,18
Twinsburg,,,,,,1,,1,,,1,,3
Uniontown,,,,1,1,1,,,1,1,,,5
University Heights,,,,,1,,1,,,1,,,3
Upper Arlington,,,,,2,1,,,1,,,,4
Upper Sandusky,,,,,,,,,,,,1,1
Urbana,,,,,1,1,,,1,,,,3
Utica,,,,1,,,,,,,,,1
Valley City,,,,,,,,1,,,,,1
Valley View,,,,,,1,,,,,,,1
Van Buren,,,,,,,,,,,1,,1
Van Wert,,,,,,1,,,,,,,1
Vandalia,,,,,2,1,2,3,1,,,,9
Vaughnsville,,,,,1,,,,,,,,1
Vermilion,,,,,,,2,2,,,,,4
Versailles,,,,1,,1,1,,,,,,3
Vincent,,,,,,1,,,,,,,1
Wadsworth,,,,,1,1,,,,,,,2
Walbridge,,,,,,1,1,,,1,,,3
Wapakoneta,,,,,,,2,,,2,1,,5
Warren,,,,,,1,,2,,1,,,4
Wauseon,,,,,,1,,2,1,3,,,7
Waverly,,,,1,1,,,1,1,,,,4
Waynesville,,3,,,,3,4,2,1,1,1,,15
Wellington,,,,,,,1,,,2,,,3
Wellsville,,,,,,,,,1,,,,1
West Alexandria,,,,,,,,,,1,,,1
West Carrollton,,,,,,,,,1,,,,1
West Chester,,,1,1,,4,,1,1,,1,2,11
West Farmington,,,,,,,1,,,,,,1
West Jefferson,,,,,,,,,1,,,,1
West Lafayette,,,,,,,,,,1,,,1
West Liberty,,,,,,,,,,,1,,1
West Mansfield,,,,,,,1,,,,,,1
West Milton,,,,,,1,,,,,,,1
West Salem,,,,,,,1,,,,,,1
West Union,,,,,,,,,1,,,,1
Westerville,1,,,7,3,5,4,2,3,4,1,2,32
Westlake,1,,,1,2,1,,1,1,1,,,8
Wheelersburg,,,,,,,,,,,1,,1
Whitehall,,,,,,,,,,1,,,1
Whitehouse,,,1,1,,1,,1,,,,1,5
Wickliffe,,,,,,,,,1,1,,,2
Willard,,,,,,,1,,,,,,1
Williamsburg,,,,,,1,,,,,,,1
Williamsport,,,,,1,,,,,,,,1
Willoughby,,,,,1,1,,2,1,,,,5
Willoughby Hills,,1,,,1,1,,2,,1,,,6
Wilmington,,,,,1,1,,,1,2,,,5
Winesburg,,,,,,,,,1,,,,1
Woodlawn,,,,1,,,,,,,,,1
Woodville,,,,,1,,1,,,,,,2
Wooster,,,,1,3,3,,1,,1,1,,10
Worthington,,,,,,1,1,,,,,,2
Worthington Hills,,,,,,1,,,,,,,1
Wright Patterson AFB,,,,,,,,1,,,,,1
Xenia,,,,1,4,1,,1,,,,1,8
Yellow Springs,,,1,1,1,2,,,,1,1,1,8
Youngstown,,,2,2,2,1,1,1,5,4,,,18
Zanesfield,,,,,,1,,,,,1,,2
Zanesville,,,,1,,1,2,2,1,2,1,,10
Total,32,44,85,226,300,291,214,287,263,308,159,58,2267
