City,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
Hurst,,,,,,,,1,,,,,1
Hutto,,,,1,1,,,,,1,,,3
Irving,,,1,2,2,1,,,2,,1,1,10
Italy,,,,,,,,,,1,,,1
Jacksboro,,,,,,1,,,,,,,1
Jasper,,,1,,,,,,,,1,,2
Jefferson,,,,,,,,,1,,1,,2
Jersey Village,,,,1,,,,,,,,,1
Johnson City,,,,,,1,,,2,,,1,4
Jonestown,,,,,,,,,1,,,,1
Joshua,,,1,,,,,,,,,,1
Justiceburg,,,,,,,3,,,,,,3
Justin,,,,,1,1,,,,,,,2
Katy,1,1,2,2,3,2,,,2,1,4,1,19
Kaufman,1,,,,1,,,,,1,1,1,5
Keller,,,3,3,,,,,1,5,,1,13
Kemah,,,,3,,,,,1,,,,4
Kennedale,,,,1,,,,1,,,,,2
Kerens,,,,,,,,,,1,,,1
Kerrville,,,,,,,,,3,1,,,4
Killeen,1,2,2,2,4,,1,1,2,2,3,1,21
Kingsville,,1,,,,,,,,1,1,,3
Kingwood,3,,,,1,,,2,1,,,1,8
Klein,,,,,,,,,1,,,,1
Kountze,,,,,,,,1,,,,,1
Kyle,1,,1,,1,,2,,1,1,,,7
La Feria,,,,,,,,,,,1,,1
La Grange,,,,,,,,,,,,1,1
La Joya,,,1,,,,,,1,,,,2
La Porte,,,2,,1,2,,,,,1,1,7
La Vernia,,1,,,,,,,,,,,1
Lago Vista,,,,,,,1,,,,,,1
Lake Jackson,,,1,,,,1,,1,1,1,,5
Lake Tanglewood,,,,,,,,,1,,,,1
Lake Texoma,,1,,,,,,,,,,,1
Lakeway,,,1,,,1,,,,1,,,3
Lampasas,,,,1,,,,1,,,,,2
Lancaster,,,,,,,,,,1,,,1
Laredo,,2,1,1,3,1,1,,,2,,,11
Las Colinas,,,,,,2,,,,,,,2
Laughlin AFB,,,1,,,,,,,,,,1
League City,,1,1,1,1,,,,,1,,,5
Leakey,1,,,1,,,,,,,,,2
Leander,,,1,1,,1,,,1,,1,,5
Levelland,,,,1,,,,,1,,,,2
Lewisville,,,,4,,,1,1,1,1,2,,10
Lexington,,,,,1,,,,,,,,1
Liberty,,,1,,,,,,,,1,1,3
Liberty Hill,,,,1,,,,,,,,1,2
Lindale,,,,1,,,,,,1,,,2
Linden,,,,1,,,,,,,,,1
Little Elm,,,,,,,3,,1,,,,4
Littlefield,,,,,,,2,,,,,,2
Live Oak,,,,,,,,,,,1,,1
Livingston,,,,2,,,,,,,,,2
Llano,,,,,,,,,,1,,,1
Lockhart,,,,2,2,,,,,2,,,6
Longview,,2,4,3,1,,,1,,2,,2,15
Los Fresnos,,,,,,,,,,,1,,1
Lubbock,1,1,3,8,6,6,2,2,3,5,3,2,42
Lucas,,,,,1,,,,,,,,1
Lufkin,,1,,1,2,,,,,1,2,1,8
Luling,,,,,1,1,,,,,,,2
Lytle,,,,,1,,,,,,,,1
Mabank,,,1,1,,,,,1,,,,3
Magnolia,,,,,,,1,,,,,1,2
Manor,,,,,,,,,,1,,,1
Mansfield,3,,3,,,1,1,1,,,3,2,14
Marathon,,,,,,,,,,1,,,1
Marble Falls,,,1,2,,,1,1,1,2,,,8
Marion,,,,,,,,,,1,1,1,3
Marshall,,,,1,,,,,1,1,,1,4
Martindale,,,,,,,1,,,1,1,,3
Mason,,,,,,,,,1,,,,1
Maypearl,,,1,,,,,,,,,,1
McAllen,,1,1,2,1,,,1,,1,,2,9
McDade,,,,1,,,,,,,,,1
McGregor,,,,,,,1,,,,,,1
McKinney,2,3,1,8,3,2,5,1,6,6,4,1,42
Meadows Place,,,,,,,,,,1,,,1
Melissa,,,1,,,1,,,,,,1,3
Mercedes,,,1,,,,,,,,,,1
Mesquite,,,,,,,,1,,1,,,2
Midland,,,1,3,1,1,,3,2,1,3,1,16
Midlothian,,,,1,1,,,,,,,,2
Millsap,,,,,,,,,1,,,,1
Mission,1,,2,1,,2,1,1,,1,1,1,11
Missouri City,,,1,1,,,,1,,1,,1,5
Monahans,1,,,,,1,,1,,,,,3
Mont Belvieu,,,,1,,,,,,,,1,2
Montgomery,,,1,,1,,1,,,,,,3
Morgan's Point Resort,,,,,,,,,,1,,,1
Moulton,,,,,,,1,,,,,,1
Mount Pleasant,,,,,,,,,,2,,,2
Mountain City,,,,1,,,,,,,,,1
Mountain Home,,,,,1,,,,,,,,1
Muenster,,,,1,,,,,,,,,1
Murphy,,,,1,,,,,1,,,,2
Nacogdoches,,,2,3,1,1,1,,1,2,3,1,15
Navasota,,,,,,,3,,,,1,,4
Needville,,,,1,,,,,,,,1,2
New Braunfels,1,5,5,4,3,3,1,1,2,2,5,3,35
New Caney,,,,,1,,,,,,,,1
New Waverly,,,,,,,,,1,,,,1
North Richland Hills,1,,,,1,,,,,3,,1,6
Odessa,,,1,,1,,,2,3,1,,1,9
Omaha,,,1,,,,,,,,,,1
Onalaska,,1,,,,,,,1,,,,2
Ovilla,,,,,,,,,,1,,,1
Palacios,,,,,1,,,,,1,,,2
Palestine,,,,,,,,,,1,,1,2
Palo Duro Canyon State Park,,,,,,,,,,1,,,1
Palo Pinto,,,,1,,,,,,,,,1
Pantego,,,,1,1,,,,1,,,,3
Paris,,,,,,1,,,,2,,,3
Pasadena,,1,,2,,1,,,,,,,4
Pearland,1,,1,2,2,,1,,2,2,,,11
Pearsall,,,,,,,,,,1,,,1
Perryton,,,,,,,,,,1,,,1
Pflugerville,,2,2,1,3,1,,1,1,2,2,,15
Pharr,,1,,1,,,,,1,,,,3
Pilot Point,,,,1,1,,1,,,2,,1,6
Pipe Creek,,,,,,,,,1,,,,1
Plainview,,,,1,1,,,,,,1,,3
Plano,,,4,6,5,3,,,3,8,2,1,32
Poetry,,,,,,,,,1,,,,1
Ponder,,,,,1,,,,,,,,1
Poolville,,,,,,,,,1,,,,1
Port Aransas,,1,,,,,,,,1,,,2
Port Arthur,1,,,,1,,,1,,,1,,4
Port Isabel,1,,,,,1,,,,,,,2
Port Lavaca,,,2,,,,,,1,,,1,4
Port Neches,,,,1,,,,,,1,1,,3
Port O'Connor,,,,,,,1,,,,,,1
Portland,,,,1,,1,,1,,1,1,,5
Possum Kingdom Lake,,,,,1,,,,,,,,1
Pottsboro,,,,,1,,,,,,,,1
Premont,,,,,,1,,,,,,,1
Priddy,,,,,,,,,,1,,,1
Princeton,,,,1,,,,,,,,,1
Prosper,1,,1,,1,,,,1,,1,,5
