City,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
Presque Isle,,,,,,1,,,,,,,1
Princeton,,,,,,,1,,,,,,1
Pulaski,,,,,1,,1,,,,,,2
Racine,,2,,1,3,1,1,,4,2,3,1,18
Randolph,,,,,1,1,,,1,,,,3
Random Lake,,,,,,,,1,,,,,1
Reedsburg,,,,1,1,,1,1,1,,,,5
Rhinelander,1,1,,,,1,,4,,1,,,8
Rib Lake,,,,,,,,1,,,,,1
Rice Lake,,,,,,1,1,,1,,,,3
Richmond,,,,,,1,,,,,,,1
Ripon,,,,,1,,,1,,,,,2
River Falls,,,,,,,1,,2,1,2,,6
River Hills,,,,,,,,,,1,,,1
Roberts,,,,,,1,,,,,,,1
Rochester,,,,,,,,,1,,,,1
Rosholt,,,,,,,,1,,,,,1
Rothschild,,,,1,,1,,,,,,,2
Sauk City,,,,,1,,,,,1,,,2
Saukville,,,,,,,,,,1,,,1
Schofield,,,,,,,,1,,,,,1
Seymour,,,,,1,,,1,,,,,2
Shawano,,,,,,,,1,,1,,,2
Sheboygan,,,,,1,3,2,1,3,1,1,,12
Shell Lake,,,,,,,1,,1,,,,2
Sherwood,,,,,,1,1,,1,,,,3
Shiocton,,,,1,,,,,,,,,1
Shorewood,,,,,,,,,,,1,,1
Siren,,,1,,1,,2,,,,,,4
Sister Bay,,,,,,1,,,,,,,1
Slinger,,,,,,1,,,,1,,,2
Soldiers Grove,,,,1,,,,,,,,,1
Somers,,,,,,,,1,,,,,1
Somerset,,,,,,,,,2,,,,2
South Milwaukee,1,,,,1,,1,,1,,,1,5
South Wayne,,,,,,,,,,1,,,1
Sparta,,1,,1,,1,,,,,,,3
Spencer,,,,,,,,1,,,,,1
Spooner,,,,,,,,1,,1,,,2
St. Croix Falls,,,,,1,2,,,,,,,3
St. Germain,,,,,,,1,,,,,,1
Stanley,,,,,,,1,,,,,,1
Star Prairie,,,,,,,,1,,,,,1
Stevens Point,,,1,,3,,,2,2,1,1,1,11
Stoughton,,,,,1,,,2,2,,,1,6
Stratford,,,,,,1,,,,,,,1
Sturgeon Bay,,,,,,5,1,,1,1,,,8
Sturtevant,,,,,,,,1,,,,,1
Suamico,,,,,,,,,,1,,,1
Summit,,,,,,,,1,,,,,1
Sun Prairie,,,,,1,1,1,2,1,,1,,7
Superior,1,,,,2,2,2,1,2,1,2,,13
Suring,,,,,,,1,,1,,,,2
Sussex,,,,,,,1,1,,,,1,3
Theresa,,,,,,,,,1,,,,1
Thiensville,,,,,,,,,,,1,,1
Three Lakes,,,,,,,,,,1,,,1
Tilleda,,,,,,,1,,,,,,1
Tomah,,,,,1,1,,,,1,,,3
Tomahawk,,1,,,,1,1,1,,,,,4
Trempealeau,,,,,,1,2,,,1,,,4
Twin Lakes,,,1,,,1,,,,,,,2
Two Rivers,,,1,1,,1,,1,,,,,4
Union Grove,,,,,1,,,,1,,,,2
Verona,,1,,,1,2,,1,1,,,,6
Viroqua,,,,,,1,2,,,,,,3
